SNO,CropType,Temp,SoilMoisture,Irrigate
2798,Tomato,28.4,220,1
2799,Banana,33.2,384,1
2800,Cotton,26.8,495,0
2801,Banana,26.7,419,1
2802,Tomato,27.9,343,0
2803,Cotton,33.6,394,0
2804,Tomato,31.3,783,0
2805,Banana,26.8,194,1
2806,Millet,33.7,234,1
2807,Tomato,28.9,242,1
2808,Tomato,29.3,817,0
2809,Millet,33.6,710,0
2810,Maize,25.9,437,0
2811,Rice,30.5,666,0
2812,Maize,27.0,320,0
2813,Rice,34.6,555,0
2814,Rice,35.0,603,0
2815,Maize,33.9,507,0
2816,Tomato,33.3,427,0
2817,Maize,29.4,503,0
2818,Cotton,31.5,650,0
2819,Cotton,34.6,251,1
2820,Tomato,34.7,338,0
2821,Rice,33.7,652,0
2822,Millet,31.4,152,1
2823,Cotton,27.9,590,0
2824,Tomato,30.0,837,0
2825,Banana,33.5,846,0
2826,Millet,31.5,551,0
2827,Maize,30.1,238,1
2828,Tomato,32.2,468,0
2829,Cotton,34.8,719,0
2830,Maize,24.8,629,0
2831,Tomato,32.2,433,0
2832,Rice,34.7,194,1
2833,Millet,34.4,150,1
2834,Millet,33.0,610,0
2835,Rice,25.9,789,0
2836,Maize,27.2,364,0
2837,Tomato,32.1,333,0
2838,Banana,34.1,844,0
2839,Cotton,31.1,387,0
2840,Maize,34.9,679,0
2841,Millet,28.2,778,0
2842,Banana,32.9,591,0
2843,Maize,33.0,188,1
2844,Cotton,32.9,538,0
2845,Millet,33.7,171,1
2846,Rice,32.7,641,0
2847,Maize,31.6,721,0
2848,Millet,31.2,640,0
2849,Millet,27.3,577,0
2850,Cotton,24.7,438,0
2851,Rice,27.4,158,0
2852,Rice,26.7,648,0
2853,Rice,25.9,770,0
2854,Banana,34.0,247,1
2855,Maize,28.0,778,0
2856,Banana,34.0,707,0
2857,Cotton,34.7,790,0
2858,Millet,31.2,688,0
2859,Rice,28.1,417,0
2860,Cotton,26.7,779,0
2861,Millet,26.5,642,0
2862,Tomato,33.1,193,1
2863,Millet,26.8,726,0
2864,Tomato,31.3,173,1
2865,Tomato,24.5,823,0
2866,Maize,31.5,528,0
2867,Maize,24.2,474,0
2868,Banana,34.6,219,1
2869,Tomato,31.6,826,0
2870,Millet,34.9,505,0
2871,Banana,32.0,374,1
2872,Maize,25.7,797,0
2873,Banana,29.4,285,1
2874,Cotton,27.3,472,0
2875,Tomato,29.7,302,0
2876,Rice,31.9,706,0
2877,Tomato,29.0,267,1
2878,Tomato,24.3,625,0
2879,Millet,27.4,804,0
2880,Banana,33.6,292,1
2881,Maize,24.9,365,0
2882,Millet,24.7,731,0
2883,Banana,25.2,662,0
2884,Millet,25.4,575,0
2885,Millet,33.1,213,1
2886,Maize,32.4,713,0
2887,Cotton,31.9,654,0
2888,Tomato,33.8,172,1
2889,Banana,24.2,542,0
2890,Cotton,25.4,784,0
2891,Tomato,29.4,587,0
2892,Cotton,33.8,686,0
2893,Maize,29.7,331,1
2894,Tomato,30.7,727,0
2895,Rice,30.1,348,1
2896,Maize,33.5,442,0
2897,Tomato,26.0,524,0
2898,Rice,26.2,276,0
2899,Cotton,33.4,403,0
2900,Millet,30.3,785,0
2901,Tomato,24.2,580,0
2902,Maize,25.5,614,0
2903,Maize,32.3,187,1
2904,Maize,26.4,275,0
2905,Cotton,34.4,331,1
2906,Tomato,29.8,664,0
2907,Maize,34.2,248,1
2908,Tomato,26.4,760,0
2909,Cotton,25.4,767,0
2910,Tomato,30.8,820,0
2911,Rice,34.5,803,0
2912,Tomato,31.1,308,0
2913,Cotton,32.2,554,0
2914,Banana,24.1,252,0
2915,Tomato,32.1,360,0
2916,Maize,26.8,568,0
2917,Maize,25.3,150,0
2918,Banana,34.1,643,0
2919,Banana,28.7,328,1
2920,Maize,32.2,452,0
2921,Tomato,30.4,567,0
2922,Maize,34.3,152,1
2923,Tomato,24.7,708,0
2924,Millet,34.5,162,1
2925,Banana,30.8,180,1
2926,Maize,31.4,226,1
2927,Cotton,28.3,257,0
2928,Maize,25.5,357,0
2929,Millet,32.6,554,0
2930,Banana,26.9,536,0
2931,Millet,26.7,713,0
2932,Millet,24.4,664,0
2933,Maize,26.3,648,0
2934,Banana,27.1,729,0
2935,Millet,32.5,614,0
2936,Rice,27.9,686,0
2937,Maize,26.3,807,0
2938,Cotton,28.6,735,0
2939,Maize,24.2,540,0
2940,Millet,30.5,164,1
2941,Banana,31.0,609,0
2942,Cotton,34.6,595,0
2943,Maize,26.9,165,0
2944,Millet,25.9,379,0
2945,Maize,31.1,826,0
2946,Rice,32.4,580,0
2947,Cotton,33.5,186,1
2948,Maize,31.9,172,1
2949,Maize,32.0,326,1
2950,Tomato,30.7,564,0
2951,Millet,28.7,415,0
2952,Rice,33.7,822,0
2953,Millet,32.9,482,0
2954,Maize,25.5,351,0
2955,Millet,25.0,319,0
2956,Tomato,32.4,735,0
2957,Rice,24.1,370,0
2958,Tomato,34.7,205,1
2959,Tomato,27.4,746,0
2960,Tomato,27.1,676,0
2961,Tomato,26.7,282,0
2962,Millet,34.0,307,1
2963,Millet,34.1,490,0
2964,Banana,24.0,337,0
2965,Tomato,27.4,165,1
2966,Rice,31.9,506,0
2967,Rice,33.6,788,0
2968,Tomato,25.5,796,0
2969,Banana,26.5,751,0
2970,Rice,32.6,169,1
2971,Tomato,28.4,163,1
2972,Millet,27.9,617,0
2973,Millet,25.3,468,0
2974,Millet,28.7,805,0
2975,Rice,27.2,462,0
2976,Banana,31.5,343,1
2977,Rice,27.1,272,0
2978,Tomato,32.1,850,0
2979,Rice,31.5,299,1
2980,Millet,28.7,475,0
2981,Tomato,25.6,661,0
2982,Tomato,29.3,530,0
2983,Rice,28.5,821,0
2984,Rice,27.9,231,0
2985,Millet,26.7,675,0
2986,Rice,34.4,766,0
2987,Tomato,24.2,693,0
2988,Tomato,27.0,489,0
2989,Banana,34.7,691,0
2990,Tomato,32.0,617,0
2991,Maize,29.6,794,0
2992,Cotton,32.6,443,0
2993,Cotton,24.3,246,0
2994,Rice,27.5,365,0
2995,Maize,27.9,407,0
2996,Cotton,34.4,827,0
2997,Millet,29.9,807,0
2998,Tomato,27.4,734,0
2999,Banana,29.9,472,0
3000,Banana,33.6,691,0
3001,Tomato,32.6,669,0
3002,Millet,31.7,354,0
3003,Maize,27.4,448,0
3004,Tomato,28.2,302,0
3005,Banana,28.9,483,0
3006,Rice,25.1,431,0
3007,Millet,34.7,206,1
3008,Tomato,25.1,301,0
3009,Rice,29.5,450,0
3010,Rice,26.5,339,0
3011,Banana,30.1,231,1
3012,Banana,24.2,362,0
3013,Rice,32.4,678,0
3014,Maize,30.8,670,0
3015,Maize,34.3,363,1
3016,Cotton,24.1,832,0
3017,Cotton,24.3,400,0
3018,Banana,33.6,679,0
3019,Rice,26.6,474,0
3020,Millet,29.5,639,0
3021,Tomato,33.4,269,1
3022,Cotton,26.5,433,0
3023,Millet,28.8,721,0
3024,Banana,34.5,496,0
3025,Banana,34.9,246,1
3026,Banana,24.8,300,0
3027,Tomato,27.7,165,1
3028,Rice,27.3,351,0
3029,Cotton,28.1,584,0
3030,Cotton,32.6,414,0
3031,Millet,33.1,426,0
3032,Maize,30.9,503,0
3033,Millet,31.2,479,0
3034,Tomato,28.9,504,0
3035,Rice,29.6,284,1
3036,Rice,24.2,549,0
3037,Rice,30.1,569,0
3038,Rice,25.7,467,0
3039,Banana,32.7,595,0
3040,Millet,28.7,286,0
3041,Tomato,30.3,357,0
3042,Maize,34.0,300,1
3043,Cotton,34.1,581,0
3044,Tomato,27.8,426,0
3045,Tomato,33.7,283,1
3046,Maize,25.2,786,0
3047,Millet,34.8,529,0
3048,Banana,32.4,840,0
3049,Banana,34.1,481,0
3050,Maize,34.7,478,0
3051,Maize,29.5,811,0
3052,Maize,33.9,310,1
3053,Millet,28.2,745,0
3054,Banana,33.2,261,1
3055,Rice,33.9,831,0
3056,Tomato,25.9,537,0
3057,Cotton,34.2,318,1
3058,Tomato,26.8,781,0
3059,Tomato,31.8,578,0
3060,Rice,25.8,521,0
3061,Cotton,27.9,796,0
3062,Rice,24.9,172,0
3063,Rice,32.3,549,0
3064,Millet,24.4,805,0
3065,Rice,25.4,579,0
3066,Banana,30.7,578,0
3067,Maize,33.1,705,0
3068,Millet,33.3,703,0
3069,Tomato,33.1,276,1
3070,Banana,34.1,822,0
3071,Tomato,34.7,782,0
3072,Banana,32.1,646,0
3073,Rice,28.8,198,1
3074,Banana,31.9,289,1
3075,Millet,31.7,194,1
3076,Banana,31.7,283,1
3077,Maize,26.1,269,0
3078,Millet,25.5,228,0
3079,Tomato,32.0,160,1
3080,Millet,34.6,350,0
3081,Banana,30.0,804,0
3082,Maize,31.2,743,0
3083,Rice,31.0,447,0
3084,Tomato,32.7,255,1
3085,Millet,28.6,359,0
3086,Maize,29.9,252,1
3087,Banana,34.4,723,0
3088,Millet,30.9,360,0
3089,Millet,34.5,319,1
3090,Tomato,29.3,215,1
3091,Tomato,26.3,645,0
3092,Cotton,31.2,167,1
3093,Tomato,33.2,345,0
3094,Millet,27.1,755,0
3095,Rice,32.8,788,0
3096,Tomato,25.8,254,0
3097,Maize,31.1,314,1
3098,Rice,32.9,549,0
3099,Cotton,35.0,518,0
3100,Rice,27.7,323,0
3101,Tomato,24.7,442,0
3102,Millet,25.7,819,0
3103,Rice,34.5,779,0
3104,Maize,28.8,544,0
3105,Banana,25.7,192,0
3106,Rice,33.3,186,1
3107,Cotton,25.0,406,0
3108,Rice,32.2,448,0
3109,Maize,29.0,589,0
3110,Cotton,30.5,537,0
3111,Rice,30.6,281,1
3112,Maize,27.7,780,0
3113,Millet,26.5,303,0
3114,Rice,25.4,331,0
3115,Banana,30.4,266,1
3116,Cotton,30.2,304,1
3117,Cotton,34.5,511,0
3118,Millet,29.1,758,0
3119,Rice,25.2,358,0
3120,Banana,32.6,236,1
3121,Maize,27.2,355,0
3122,Maize,31.0,166,1
3123,Rice,34.8,725,0
3124,Maize,33.1,632,0
3125,Banana,27.6,288,1
3126,Maize,27.6,737,0
3127,Maize,26.1,279,0
3128,Banana,30.7,310,1
3129,Tomato,25.9,424,0
3130,Rice,27.9,396,0
3131,Cotton,29.4,660,0
3132,Tomato,30.4,347,0
3133,Tomato,25.6,157,0
3134,Maize,29.1,493,0
3135,Banana,33.1,423,1
3136,Millet,25.5,522,0
3137,Rice,31.8,632,0
3138,Banana,31.6,219,1
3139,Tomato,32.0,617,0
3140,Millet,31.5,796,0
3141,Cotton,27.3,662,0
3142,Tomato,27.9,237,1
3143,Banana,24.5,573,0
3144,Cotton,25.1,344,0
3145,Tomato,26.2,549,0
3146,Cotton,30.2,362,0
3147,Tomato,30.8,276,1
3148,Cotton,30.6,257,1
3149,Maize,31.5,458,0
3150,Millet,31.2,190,1
3151,Maize,29.2,204,1
3152,Maize,31.5,531,0
3153,Maize,29.2,569,0
3154,Rice,32.0,184,1
3155,Tomato,34.6,334,0
3156,Maize,33.4,694,0
3157,Banana,29.6,329,1
3158,Tomato,31.0,677,0
3159,Maize,33.8,727,0
3160,Tomato,34.6,746,0
3161,Cotton,29.9,233,0
3162,Rice,25.8,799,0
3163,Tomato,34.0,379,0
3164,Maize,29.1,289,1
3165,Rice,27.0,184,0
3166,Tomato,27.4,590,0
3167,Cotton,24.5,248,0
3168,Millet,29.9,529,0
3169,Rice,32.3,332,1
3170,Millet,30.4,217,1
3171,Tomato,29.0,288,1
3172,Rice,27.7,612,0
3173,Tomato,29.4,820,0
3174,Tomato,30.0,420,0
3175,Tomato,27.4,455,0
3176,Millet,32.9,461,0
3177,Banana,30.7,511,0
3178,Rice,25.6,349,0
3179,Millet,33.5,771,0
3180,Millet,29.2,200,0
3181,Rice,30.7,190,1
3182,Cotton,32.5,613,0
3183,Millet,25.9,306,0
3184,Cotton,31.2,295,1
3185,Tomato,27.2,418,0
3186,Tomato,30.6,808,0
3187,Banana,31.7,329,1
3188,Tomato,30.8,460,0
3189,Cotton,24.9,384,0
3190,Rice,26.6,368,0
3191,Rice,30.3,693,0
3192,Tomato,26.9,814,0
3193,Rice,26.6,573,0
3194,Maize,26.2,673,0
3195,Tomato,34.6,261,1
3196,Cotton,24.1,324,0
3197,Tomato,34.8,699,0
3198,Maize,27.7,641,0
3199,Cotton,31.8,362,0
3200,Tomato,31.2,722,0
3201,Banana,30.9,813,0
3202,Maize,34.8,813,0
3203,Millet,34.6,508,0
3204,Rice,25.9,514,0
3205,Millet,30.1,548,0
3206,Maize,34.0,418,0
3207,Rice,24.1,628,0
3208,Tomato,33.9,247,1
3209,Cotton,30.5,797,0
3210,Millet,27.8,253,0
3211,Maize,28.2,365,1
3212,Maize,26.2,422,0
3213,Rice,27.7,514,0
3214,Tomato,34.5,687,0
3215,Millet,31.3,270,1
3216,Millet,27.6,151,0
3217,Maize,27.3,423,0
3218,Rice,34.1,239,1
3219,Rice,32.7,616,0
3220,Millet,25.8,194,0
3221,Rice,27.2,715,0
3222,Cotton,32.2,462,0
3223,Millet,28.7,817,0
3224,Tomato,31.5,359,0
3225,Cotton,24.2,834,0
3226,Tomato,29.6,546,0
3227,Tomato,31.8,316,0
3228,Cotton,26.5,669,0
3229,Banana,28.1,721,0
3230,Maize,29.9,707,0
3231,Cotton,33.3,804,0
3232,Banana,24.7,391,0
3233,Tomato,30.9,371,0
3234,Cotton,29.4,218,0
3235,Cotton,31.6,734,0
3236,Rice,30.1,463,0
3237,Rice,28.0,411,0
3238,Banana,34.9,318,1
3239,Cotton,34.3,370,0
3240,Maize,26.2,443,0
3241,Tomato,28.3,393,0
3242,Banana,33.8,151,1
3243,Maize,29.5,215,1
3244,Tomato,33.9,820,0
3245,Rice,32.1,792,0
3246,Maize,28.9,629,0
3247,Cotton,31.7,718,0
3248,Cotton,26.4,428,0
3249,Cotton,33.5,340,1
3250,Rice,33.4,234,1
3251,Millet,27.6,195,0
3252,Millet,32.5,380,0
3253,Millet,33.5,223,1
3254,Rice,30.0,188,1
3255,Tomato,27.6,494,0
3256,Cotton,24.6,811,0
3257,Tomato,25.1,185,0
3258,Rice,34.7,446,0
3259,Banana,34.0,320,1
3260,Rice,34.4,177,1
3261,Rice,24.0,656,0
3262,Tomato,28.9,709,0
3263,Banana,33.1,224,1
3264,Millet,32.3,710,0
3265,Banana,28.0,374,1
3266,Maize,32.2,491,0
3267,Cotton,33.7,198,1
3268,Banana,24.1,603,0
3269,Banana,32.0,375,1
3270,Maize,24.3,491,0
3271,Tomato,30.1,767,0
3272,Rice,31.2,502,0
3273,Banana,31.2,173,1
3274,Millet,30.8,305,1
3275,Cotton,32.7,482,0
3276,Banana,28.4,425,1
3277,Rice,29.3,724,0
3278,Banana,31.7,300,1
3279,Rice,25.3,514,0
3280,Tomato,35.0,412,0
3281,Maize,32.6,795,0
3282,Cotton,33.7,238,1
3283,Maize,27.4,619,0
3284,Rice,24.1,512,0
3285,Banana,28.1,770,0
3286,Banana,34.8,261,1
3287,Millet,27.7,425,0
3288,Tomato,29.4,441,0
3289,Cotton,33.2,688,0
3290,Millet,33.4,199,1
3291,Cotton,28.6,667,0
3292,Banana,34.6,499,0
3293,Maize,28.1,823,0
3294,Banana,25.2,605,0
3295,Tomato,27.4,350,0
3296,Rice,29.3,365,1
3297,Millet,31.9,169,1
3298,Banana,24.8,472,0
3299,Banana,28.8,248,1
3300,Rice,32.7,336,1
3301,Cotton,26.6,630,0
3302,Rice,25.5,645,0
3303,Cotton,33.6,457,0
3304,Banana,30.2,300,1
3305,Maize,31.7,550,0
3306,Rice,25.5,603,0
3307,Millet,34.4,331,1
3308,Millet,30.7,700,0
3309,Millet,32.5,834,0
3310,Maize,29.9,523,0
3311,Banana,25.0,465,0
3312,Maize,24.7,159,0
3313,Rice,28.0,527,0
3314,Banana,29.5,555,0
3315,Rice,33.4,433,0
3316,Cotton,33.3,307,1
3317,Cotton,29.5,223,0
3318,Millet,26.9,691,0
3319,Rice,24.8,663,0
3320,Cotton,32.2,394,0
3321,Tomato,25.2,422,0
3322,Maize,24.6,163,0
3323,Tomato,24.2,828,0
3324,Millet,24.7,602,0
3325,Tomato,28.4,547,0
3326,Rice,30.4,442,0
3327,Cotton,28.1,405,0
3328,Banana,28.2,518,0
3329,Millet,24.7,243,0
3330,Banana,32.3,421,1
3331,Cotton,24.7,496,0
3332,Maize,30.5,396,1
3333,Maize,33.1,157,1
3334,Tomato,29.4,548,0
3335,Cotton,25.7,717,0
3336,Millet,32.9,301,1
3337,Rice,32.2,478,0
3338,Cotton,24.9,228,0
3339,Banana,28.0,352,1
3340,Cotton,28.1,331,0
3341,Tomato,34.8,419,0
3342,Rice,31.8,300,1
3343,Rice,25.2,359,0
3344,Rice,31.0,682,0
3345,Maize,32.8,477,0
3346,Millet,34.1,257,1
3347,Rice,30.7,335,1
3348,Tomato,31.1,828,0
3349,Millet,29.6,333,0
3350,Maize,26.3,801,0
3351,Rice,32.4,531,0
3352,Rice,33.2,500,0
3353,Rice,33.5,714,0
3354,Banana,24.4,379,0
3355,Maize,34.1,583,0
3356,Banana,27.3,349,1
3357,Tomato,33.0,230,1
3358,Cotton,26.5,625,0
3359,Millet,30.3,756,0
3360,Banana,32.6,654,0
3361,Banana,24.1,487,0
3362,Banana,33.5,498,0
3363,Maize,29.9,178,1
3364,Maize,34.8,509,0
3365,Rice,30.0,365,1
3366,Rice,32.6,829,0
3367,Cotton,34.7,329,1
3368,Tomato,29.3,767,0
3369,Maize,30.5,616,0
3370,Millet,27.5,737,0
3371,Cotton,25.0,778,0
3372,Tomato,33.3,715,0
3373,Banana,28.4,500,0
3374,Maize,32.4,166,1
3375,Banana,31.6,406,1
3376,Rice,34.6,197,1
3377,Cotton,30.4,290,1
3378,Millet,30.0,321,0
3379,Maize,33.4,831,0
3380,Millet,28.5,503,0
3381,Tomato,27.5,435,0
3382,Rice,26.3,696,0
3383,Rice,28.1,552,0
3384,Banana,29.4,515,0
3385,Maize,24.8,831,0
3386,Tomato,31.3,519,0
3387,Millet,25.9,491,0
3388,Rice,27.7,223,0
3389,Tomato,30.4,206,1
3390,Tomato,34.0,690,0
3391,Millet,27.8,470,0
3392,Rice,32.4,310,1
3393,Maize,25.4,619,0
3394,Tomato,32.8,611,0
3395,Tomato,24.4,595,0
3396,Maize,26.1,820,0
3397,Cotton,31.3,645,0
3398,Maize,28.1,500,0
3399,Rice,27.1,315,0
3400,Tomato,32.9,304,0
3401,Tomato,30.7,617,0
3402,Maize,33.6,661,0
3403,Banana,30.8,361,1
3404,Millet,27.3,178,0
3405,Maize,34.6,178,1
3406,Tomato,28.8,407,0
3407,Banana,27.9,599,0
3408,Cotton,29.1,252,0
3409,Tomato,28.3,450,0
3410,Rice,32.6,723,0
3411,Banana,27.6,348,1
3412,Millet,33.5,680,0
3413,Tomato,32.8,580,0
3414,Banana,26.9,785,0
3415,Maize,28.9,177,1
3416,Tomato,25.8,378,0
3417,Maize,27.8,331,0
3418,Rice,26.9,719,0
3419,Maize,26.3,743,0
3420,Cotton,25.2,674,0
3421,Millet,33.3,510,0
3422,Tomato,31.3,792,0
3423,Tomato,34.3,400,0
3424,Rice,32.4,386,1
3425,Maize,28.7,709,0
3426,Tomato,26.3,297,0
3427,Millet,29.8,398,0
3428,Cotton,26.1,559,0
3429,Rice,26.4,285,0
3430,Millet,32.3,776,0
3431,Millet,33.9,434,0
3432,Rice,34.5,669,0
3433,Maize,34.1,277,1
3434,Tomato,32.7,284,1
3435,Banana,33.4,321,1
3436,Maize,34.9,267,1
3437,Tomato,24.3,789,0
3438,Rice,24.0,404,0
3439,Cotton,30.5,845,0
3440,Cotton,25.6,608,0
3441,Maize,31.8,358,1
3442,Millet,31.0,721,0
3443,Banana,34.4,260,1
3444,Rice,32.8,423,0
3445,Rice,27.6,230,0
3446,Millet,27.3,167,0
3447,Banana,26.0,325,0
3448,Banana,35.0,163,1
3449,Millet,30.3,671,0
3450,Maize,33.8,443,0
3451,Cotton,24.3,833,0
3452,Cotton,28.7,723,0
3453,Rice,34.8,722,0
3454,Banana,34.0,158,1
3455,Maize,28.9,223,1
3456,Millet,31.4,688,0
3457,Maize,26.7,765,0
3458,Banana,28.6,635,0
3459,Banana,30.5,157,1
3460,Maize,33.5,503,0
3461,Tomato,34.8,472,0
3462,Banana,32.1,179,1
3463,Tomato,34.2,809,0
3464,Millet,29.3,598,0
3465,Maize,27.1,242,0
3466,Banana,33.2,799,0
3467,Tomato,26.7,364,0
3468,Tomato,30.1,808,0
3469,Banana,29.6,332,1
3470,Rice,31.8,341,1
3471,Millet,31.5,528,0
3472,Rice,33.2,170,1
3473,Rice,27.8,770,0
3474,Rice,29.1,690,0
3475,Millet,25.2,662,0
3476,Millet,27.9,623,0
3477,Cotton,24.8,276,0
3478,Millet,34.2,313,1
3479,Tomato,32.0,724,0
3480,Rice,34.5,364,1
3481,Cotton,32.7,747,0
3482,Rice,27.6,822,0
3483,Cotton,26.1,704,0
3484,Cotton,25.8,666,0
3485,Rice,27.7,501,0
3486,Rice,24.8,313,0
3487,Tomato,31.6,615,0
3488,Rice,30.0,654,0
3489,Rice,25.2,774,0
3490,Rice,26.9,369,0
3491,Maize,30.8,221,1
3492,Millet,24.1,809,0
3493,Banana,27.5,772,0
3494,Cotton,31.2,544,0
3495,Tomato,24.4,400,0
3496,Cotton,32.6,352,0
3497,Banana,34.3,244,1
3498,Tomato,29.9,616,0
3499,Maize,32.1,547,0
3500,Rice,34.0,154,1
3501,Millet,29.9,356,0
3502,Cotton,33.1,302,1
3503,Tomato,30.2,287,1
3504,Banana,28.6,593,0
3505,Rice,33.0,588,0
3506,Rice,27.9,677,0
3507,Millet,29.8,415,0
3508,Tomato,28.1,774,0
3509,Millet,25.9,840,0
3510,Cotton,31.6,349,1
3511,Millet,31.1,515,0
3512,Tomato,25.4,308,0
3513,Maize,25.4,653,0
3514,Millet,34.2,215,1
3515,Millet,27.0,280,0
3516,Millet,24.0,169,0
3517,Maize,24.7,777,0
3518,Maize,24.7,670,0
3519,Millet,32.2,417,0
3520,Banana,27.8,254,1
3521,Maize,24.7,239,0
3522,Maize,26.1,192,0
3523,Cotton,30.9,538,0
3524,Cotton,28.5,625,0
3525,Maize,26.1,307,0
3526,Banana,33.9,758,0
3527,Rice,28.4,709,0
3528,Cotton,26.2,535,0
3529,Tomato,31.1,363,0
3530,Cotton,30.2,326,1
3531,Millet,34.0,326,1
3532,Tomato,28.3,154,1
3533,Millet,25.0,521,0
3534,Banana,24.7,577,0
3535,Maize,28.1,819,0
3536,Tomato,30.1,556,0
3537,Cotton,28.0,716,0
3538,Banana,32.7,304,1
3539,Banana,31.5,739,0
3540,Rice,30.3,492,0
3541,Rice,24.2,697,0
3542,Tomato,32.9,403,0
3543,Maize,27.8,520,0
3544,Maize,25.8,827,0
3545,Millet,32.3,244,1
3546,Millet,33.6,609,0
3547,Tomato,28.9,225,1
3548,Cotton,34.8,563,0
3549,Millet,33.4,602,0
3550,Tomato,25.6,506,0
3551,Rice,29.4,553,0
3552,Tomato,31.1,249,1
3553,Maize,25.1,627,0
3554,Banana,32.7,439,1
3555,Millet,31.3,706,0
3556,Maize,25.8,538,0
3557,Tomato,25.6,451,0
3558,Tomato,29.2,688,0
3559,Cotton,34.4,756,0
3560,Millet,24.9,303,0
3561,Cotton,33.5,515,0
3562,Millet,27.4,606,0
3563,Cotton,29.0,197,0
3564,Rice,34.5,677,0
3565,Banana,28.5,534,0
3566,Maize,30.7,831,0
3567,Rice,30.6,509,0
3568,Cotton,25.7,217,0
3569,Rice,32.2,317,1
3570,Millet,33.9,647,0
3571,Tomato,27.7,496,0
3572,Banana,33.7,291,1
3573,Rice,28.0,292,0
3574,Rice,30.6,511,0
3575,Millet,28.4,689,0
3576,Maize,34.3,834,0
3577,Millet,33.8,275,1
3578,Banana,28.2,418,1
3579,Tomato,32.5,194,1
3580,Maize,30.1,504,0
3581,Millet,24.1,172,0
3582,Tomato,25.5,203,0
3583,Rice,31.0,459,0
3584,Rice,32.8,574,0
3585,Cotton,31.7,274,1
3586,Rice,32.4,713,0
3587,Millet,27.8,740,0
3588,Banana,26.8,411,1
3589,Tomato,27.2,358,0
3590,Banana,27.6,549,0
3591,Banana,26.8,729,0
3592,Millet,25.8,824,0
3593,Millet,30.5,384,0
3594,Tomato,30.7,798,0
3595,Banana,30.3,216,1
3596,Millet,31.5,366,0
3597,Millet,24.4,833,0
3598,Rice,25.7,673,0
3599,Banana,31.5,224,1
3600,Rice,32.6,254,1
3601,Millet,32.8,493,0
3602,Millet,32.2,346,1
3603,Rice,31.2,678,0
3604,Cotton,29.5,316,0
3605,Cotton,25.2,475,0
3606,Rice,30.2,598,0
3607,Maize,27.1,324,0
3608,Banana,31.3,506,0
3609,Millet,26.1,612,0
3610,Tomato,24.4,176,0
3611,Cotton,24.2,407,0
3612,Cotton,34.4,646,0
3613,Banana,25.4,349,0
3614,Millet,29.4,198,0
3615,Cotton,24.7,449,0
3616,Maize,29.1,366,1
3617,Cotton,33.7,674,0
3618,Rice,29.5,255,1
3619,Banana,29.6,228,1
3620,Cotton,32.9,698,0
3621,Rice,34.5,727,0
3622,Maize,30.6,573,0
3623,Millet,25.7,328,0
3624,Rice,26.7,301,0
3625,Tomato,32.7,480,0
3626,Tomato,29.4,730,0
3627,Cotton,24.3,819,0
3628,Millet,28.6,272,0
3629,Rice,30.1,615,0
3630,Rice,31.0,677,0
3631,Banana,25.9,355,0
3632,Cotton,25.1,403,0
3633,Millet,31.2,572,0
3634,Banana,30.7,548,0
3635,Cotton,31.4,638,0
3636,Maize,24.8,738,0
3637,Tomato,24.8,342,0
3638,Maize,28.8,277,1
3639,Rice,26.2,484,0
3640,Cotton,26.5,403,0
3641,Rice,25.7,531,0
3642,Millet,27.1,447,0
3643,Millet,31.5,553,0
3644,Cotton,27.2,418,0
3645,Tomato,24.8,254,0
3646,Cotton,25.8,366,0
3647,Tomato,27.0,174,0
3648,Maize,24.0,396,0
3649,Maize,35.0,753,0
3650,Maize,27.0,483,0
3651,Maize,32.1,169,1
3652,Cotton,35.0,448,0
3653,Cotton,26.2,809,0
3654,Millet,31.2,698,0
3655,Cotton,30.3,680,0
3656,Maize,28.8,402,0
3657,Tomato,28.7,532,0
3658,Rice,30.2,739,0
3659,Maize,32.4,556,0
3660,Tomato,29.3,296,1
3661,Tomato,25.2,311,0
3662,Maize,32.4,734,0
3663,Maize,25.1,684,0
3664,Maize,25.0,621,0
3665,Maize,29.2,741,0
3666,Maize,32.0,559,0
3667,Maize,25.7,480,0
3668,Maize,32.4,819,0
3669,Banana,28.9,449,1
3670,Millet,34.3,154,1
3671,Rice,34.7,245,1
3672,Maize,33.6,559,0
3673,Cotton,31.3,284,1
3674,Millet,24.9,332,0
3675,Maize,27.1,329,0
3676,Cotton,24.9,838,0
3677,Millet,25.2,206,0
3678,Banana,31.5,155,1
3679,Maize,27.2,311,0
3680,Rice,31.9,636,0
3681,Rice,27.5,836,0
3682,Banana,26.1,404,1
3683,Rice,34.3,555,0
3684,Banana,31.9,608,0
3685,Cotton,24.9,623,0
3686,Maize,30.8,667,0
3687,Cotton,24.2,671,0
3688,Maize,24.3,455,0
3689,Cotton,32.2,487,0
3690,Millet,28.8,380,0
3691,Cotton,29.6,736,0
3692,Rice,34.3,591,0
3693,Tomato,32.9,177,1
3694,Millet,34.7,358,0
3695,Tomato,31.6,613,0
3696,Rice,26.2,459,0
3697,Rice,29.0,547,0
3698,Banana,32.7,729,0
3699,Banana,26.9,560,0
3700,Banana,25.9,565,0
3701,Rice,24.9,152,0
3702,Millet,32.2,163,1
3703,Cotton,28.6,160,0
3704,Banana,24.9,385,0
3705,Maize,26.7,695,0
3706,Tomato,29.6,443,0
3707,Tomato,26.0,440,0
3708,Banana,33.2,421,1
